"Cell line","Culture","Pool","Dose","Vehicle","log2-fold change","Viability"
"SW1353_BONE","PR500","P103","45","DMSO","0.43","1.35"
"COLO668_LUNG","PR500","P103","15","DMSO","0.432","1.35"
"TCCSUP_URINARY_TRACT","PR500","P114","45","DMSO","0.43","1.35"
"HCT15_LARGE_INTESTINE","PR500","P104","5","DMSO","0.428","1.35"
"CAL120_BREAST","PR500","P110","45","DMSO","0.433","1.35"
"ECGI10_OESOPHAGUS","PR500","P110","15","DMSO","0.432","1.35"
"SW579_THYROID","PR500","P112","1.667","DMSO","0.429","1.35"
"PC14_LUNG","PR500","P112","45","DMSO","0.433","1.35"
"NCIH2126_LUNG","PR500","P118","45","DMSO","0.432","1.35"
"HEC6_ENDOMETRIUM","PR500","P118","45","DMSO","0.436","1.35"
"TCCPAN2_PANCREAS","PR500","P110","45","DMSO","0.432","1.35"
"NCIH2347_LUNG","PR500","P119","45","DMSO","0.433","1.35"
"PANC0813_PANCREAS","PR500","P116","15","DMSO","0.432","1.35"
"RKO_LARGE_INTESTINE","PR500","P101","5","DMSO","0.431","1.35"
"CAKI1_KIDNEY","PR500","P103","45","DMSO","0.439","1.36"
"HS729_SOFT_TISSUE","PR500","P115","5","DMSO","0.438","1.36"
"PATU8988T_PANCREAS","PR500","P104","5","DMSO","0.449","1.36"
"T98G_CENTRAL_NERVOUS_SYSTEM","PR500","P109","5","DMSO","0.44","1.36"
"SKES1_BONE","PR500","P113","0.5556","DMSO","0.446","1.36"
"MPP89_PLEURA","PR500","P105","15","DMSO","0.439","1.36"
"HCC38_BREAST","PR500","P117","45","DMSO","0.448","1.36"
"TCCPAN2_PANCREAS","PR500","P110","5","DMSO","0.444","1.36"
"BT549_BREAST","PR500","P119","0.5556","DMSO","0.439","1.36"
"T24_URINARY_TRACT","PR500","P101","45","DMSO","0.447","1.36"
"YAPC_PANCREAS","PR500","P108","5","DMSO","0.453","1.37"
"EFO27_OVARY","PR500","P102","5","DMSO","0.45","1.37"
"IGR1_SKIN","PR500","P102","5","DMSO","0.449","1.37"
"NCIN87_STOMACH","PR500","P107","1.667","DMSO","0.45","1.37"
"GOS3_CENTRAL_NERVOUS_SYSTEM","PR500","P114","45","DMSO","0.454","1.37"
"KP2_PANCREAS","PR500","P109","5","DMSO","0.459","1.37"
"DU145_PROSTATE","PR500","P109","45","DMSO","0.455","1.37"
"GI1_CENTRAL_NERVOUS_SYSTEM","PR500","P111","45","DMSO","0.452","1.37"
"ECGI10_OESOPHAGUS","PR500","P110","5","DMSO","0.456","1.37"
"MDAMB468_BREAST","PR500","P112","5","DMSO","0.453","1.37"
"MKN45_STOMACH","PR500","P113","5","DMSO","0.456","1.37"
"SKMEL24_SKIN","PR500","P118","15","DMSO","0.451","1.37"
"NCIH1355_LUNG","PR500","P110","45","DMSO","0.455","1.37"
"RCC10RGB_KIDNEY","PR500","P119","5","DMSO","0.459","1.37"
"SKMEL2_SKIN","PR500","P119","45","DMSO","0.457","1.37"
"LS1034_LARGE_INTESTINE","PR500","P119","45","DMSO","0.453","1.37"
"BICR31_UPPER_AERODIGESTIVE_TRACT","PR500","P119","5","DMSO","0.45","1.37"
"T24_URINARY_TRACT","PR500","P101","5","DMSO","0.455","1.37"
"OAW42_OVARY","PR500","P108","5","DMSO","0.45","1.37"
"HEC1A_ENDOMETRIUM","PR500","P107","1.667","DMSO","0.468","1.38"
"G292CLONEA141B1_BONE","PR500","P108","45","DMSO","0.461","1.38"
"SW1710_URINARY_TRACT","PR500","P103","45","DMSO","0.46","1.38"
"KYSE150_OESOPHAGUS","PR500","P105","45","DMSO","0.462","1.38"
"HCC44_LUNG","PR500","P104","15","DMSO","0.47","1.38"
"NCIH2122_LUNG","PR500","P114","15","DMSO","0.463","1.38"
"HT55_LARGE_INTESTINE","PR500","P113","5","DMSO","0.467","1.38"
"SKNAS_AUTONOMIC_GANGLIA","PR500","P116","45","DMSO","0.46","1.38"
"JHH7_LIVER","PR500","P118","45","DMSO","0.461","1.38"
"IALM_LUNG","PR500","P119","45","DMSO","0.463","1.38"
"EFO21_OVARY","PR500","P116","45","DMSO","0.46","1.38"
"YH13_CENTRAL_NERVOUS_SYSTEM","PR500","P108","45","DMSO","0.479","1.39"
"COLO679_SKIN","PR500","P108","5","DMSO","0.471","1.39"
"ACCMESO1_PLEURA","PR500","P102","45","DMSO","0.474","1.39"
"JHH5_LIVER","PR500","P109","15","DMSO","0.474","1.39"
"ISTMES2_PLEURA","PR500","P112","15","DMSO","0.476","1.39"
"KYSE140_OESOPHAGUS","PR500","P118","5","DMSO","0.478","1.39"
"COLO680N_OESOPHAGUS","PR500","P119","5","DMSO","0.473","1.39"
"SKNEP1_BONE","PR500","P116","5","DMSO","0.478","1.39"
"UO31_KIDNEY","PR500","P101","45","DMSO","0.478","1.39"
"A375_SKIN","PR500","P102","45","DMSO","0.489","1.4"
"BEN_LUNG","PR500","P106","45","DMSO","0.487","1.4"
"SKOV3_OVARY","PR500","P106","5","DMSO","0.486","1.4"
"MSTO211H_PLEURA","PR500","P114","45","DMSO","0.488","1.4"
"LOXIMVI_SKIN","PR500","P104","45","DMSO","0.485","1.4"
"SF539_CENTRAL_NERVOUS_SYSTEM","PR500","P105","45","DMSO","0.484","1.4"
"SKMEL5_SKIN","PR500","P120","5","DMSO","0.481","1.4"
"SNU1105_CENTRAL_NERVOUS_SYSTEM","PR500","P116","45","DMSO","0.488","1.4"
"UMUC1_URINARY_TRACT","PR500","P119","15","DMSO","0.481","1.4"
"CAL54_KIDNEY","PR500","P101","5","DMSO","0.488","1.4"
"SKNBE2_AUTONOMIC_GANGLIA","PR500","P106","45","DMSO","0.495","1.41"
"NCIH1838_LUNG","PR500","P106","5","DMSO","0.496","1.41"
"HUH6_LIVER","PR500","P114","15","DMSO","0.493","1.41"
"LK2_LUNG","PR500","P116","45","DMSO","0.493","1.41"
"KNS60_CENTRAL_NERVOUS_SYSTEM","PR500","P112","45","DMSO","0.501","1.41"
"ESS1_ENDOMETRIUM","PR500","P105","45","DMSO","0.495","1.41"
"NCIH2228_LUNG","PR500","P120","5","DMSO","0.499","1.41"
"PLCPRF5_LIVER","PR500","P108","45","DMSO","0.506","1.42"
"A375_SKIN","PR500","P102","5","DMSO","0.502","1.42"
"DAOY_CENTRAL_NERVOUS_SYSTEM","PR500","P102","45","DMSO","0.51","1.42"
"OVK18_OVARY","PR500","P102","45","DMSO","0.503","1.42"
"SBC5_LUNG","PR500","P102","45","DMSO","0.505","1.42"
"TE1_OESOPHAGUS","PR500","P114","45","DMSO","0.509","1.42"
"T47D_BREAST","PR500","P114","45","DMSO","0.501","1.42"
"NCIH1792_LUNG","PR500","P115","5","DMSO","0.503","1.42"
"LN229_CENTRAL_NERVOUS_SYSTEM","PR500","P109","45","DMSO","0.506","1.42"
"RERFLCMS_LUNG","PR500","P112","15","DMSO","0.502","1.42"
"RERFLCMS_LUNG","PR500","P112","5","DMSO","0.511","1.42"
"HEC151_ENDOMETRIUM","PR500","P113","45","DMSO","0.507","1.42"
"NCIH1373_LUNG","PR500","P113","5","DMSO","0.504","1.42"
"TM31_CENTRAL_NERVOUS_SYSTEM","PR500","P116","5","DMSO","0.509","1.42"
"CAL78_BONE","PR500","P120","5","DMSO","0.504","1.42"
"NCIH2009_LUNG","PR500","P110","5","DMSO","0.506","1.42"
"SW900_LUNG","PR500","P119","45","DMSO","0.503","1.42"
"BT474_BREAST","PR500","P119","45","DMSO","0.505","1.42"
"BT474_BREAST","PR500","P119","5","DMSO","0.503","1.42"
"PK45H_PANCREAS","PR500","P115","5","DMSO","0.517","1.43"
"MDAMB231_BREAST","PR500","P112","45","DMSO","0.52","1.43"
"NCIH2023_LUNG","PR500","P105","5","DMSO","0.517","1.43"
"BICR56_UPPER_AERODIGESTIVE_TRACT","PR500","P117","5","DMSO","0.514","1.43"
"NCIH2452_PLEURA","PR500","P117","5","DMSO","0.514","1.43"
"JHH7_LIVER","PR500","P118","5","DMSO","0.514","1.43"
"HUH28_BILIARY_TRACT","PR500","P120","5","DMSO","0.517","1.43"
"LU99_LUNG","PR500","P107","5","DMSO","0.516","1.43"
"S117_THYROID","PR500","P110","15","DMSO","0.514","1.43"
"SW480_LARGE_INTESTINE","PR500","P108","5","DMSO","0.531","1.44"
"PLCPRF5_LIVER","PR500","P108","5","DMSO","0.529","1.44"
"LI7_LIVER","PR500","P102","45","DMSO","0.527","1.44"
"HCC4006_LUNG","PR500","P106","5","DMSO","0.528","1.44"
"VMRCRCZ_KIDNEY","PR500","P114","45","DMSO","0.521","1.44"
"MFE280_ENDOMETRIUM","PR500","P114","5","DMSO","0.53","1.44"
"A172_CENTRAL_NERVOUS_SYSTEM","PR500","P105","5","DMSO","0.53","1.44"
"SKES1_BONE","PR500","P113","5","DMSO","0.531","1.44"
"HDQP1_BREAST","PR500","P116","45","DMSO","0.531","1.44"
"2313287_STOMACH","PR500","P117","15","DMSO","0.529","1.44"
"MCF7_BREAST","PR500","P116","5","DMSO","0.525","1.44"
"SF539_CENTRAL_NERVOUS_SYSTEM","PR500","P105","15","DMSO","0.526","1.44"
"NCIH2444_LUNG","PR500","P120","5","DMSO","0.527","1.44"
"SNU1041_UPPER_AERODIGESTIVE_TRACT","PR500","P118","5","DMSO","0.529","1.44"
"MIAPACA2_PANCREAS","PR500","P101","45","DMSO","0.537","1.45"
"J82_URINARY_TRACT","PR500","P108","5","DMSO","0.539","1.45"
"NCIH1581_LUNG","PR500","P106","15","DMSO","0.539","1.45"
"EFM192A_BREAST","PR500","P115","5","DMSO","0.537","1.45"
"MG63_BONE","PR500","P105","5","DMSO","0.536","1.45"
"OE21_OESOPHAGUS","PR500","P118","45","DMSO","0.539","1.45"
"SNU1077_ENDOMETRIUM","PR500","P102","45","DMSO","0.55","1.46"
"KMRC3_KIDNEY","PR500","P115","5","DMSO","0.542","1.46"
"SW780_URINARY_TRACT","PR500","P109","15","DMSO","0.547","1.46"
"MELJUSO_SKIN","PR500","P112","5","DMSO","0.549","1.46"
"HEC151_ENDOMETRIUM","PR500","P113","5","DMSO","0.543","1.46"
"RH30_SOFT_TISSUE","PR500","P105","45","DMSO","0.545","1.46"
"GP2D_LARGE_INTESTINE","PR500","P118","5","DMSO","0.544","1.46"
"SNU410_PANCREAS","PR500","P116","45","DMSO","0.541","1.46"
"647V_URINARY_TRACT","PR500","P101","5","DMSO","0.548","1.46"
"KURAMOCHI_OVARY","PR500","P108","5","DMSO","0.558","1.47"
"DAOY_CENTRAL_NERVOUS_SYSTEM","PR500","P102","5","DMSO","0.554","1.47"
"SW1573_LUNG","PR500","P103","5","DMSO","0.56","1.47"
"RMGI_OVARY","PR500","P103","5","DMSO","0.553","1.47"
"NCIH1573_LUNG","PR500","P106","45","DMSO","0.552","1.47"
"CHL1_SKIN","PR500","P104","5","DMSO","0.552","1.47"
"HEC265_ENDOMETRIUM","PR500","P109","5","DMSO","0.558","1.47"
"ECGI10_OESOPHAGUS","PR500","P110","45","DMSO","0.559","1.47"
"HCC1195_LUNG","PR500","P112","5","DMSO","0.556","1.47"
"ISTMES2_PLEURA","PR500","P112","5","DMSO","0.552","1.47"
"NCIH292_LUNG","PR500","P113","45","DMSO","0.558","1.47"
"PECAPJ49_UPPER_AERODIGESTIVE_TRACT","PR500","P116","45","DMSO","0.56","1.47"
"SNU869_BILIARY_TRACT","PR500","P120","45","DMSO","0.551","1.47"
"HARA_LUNG","PR500","P111","45","DMSO","0.56","1.47"
"NCIH157DM_LUNG","PR500","P107","45","DMSO","0.558","1.47"
"NCIH157DM_LUNG","PR500","P107","5","DMSO","0.557","1.47"
"SNU1076_UPPER_AERODIGESTIVE_TRACT","PR500","P102","45","DMSO","0.563","1.48"
"CAKI1_KIDNEY","PR500","P103","5","DMSO","0.565","1.48"
"LUDLU1_LUNG","PR500","P106","5","DMSO","0.562","1.48"
"PC3_PROSTATE","PR500","P113","45","DMSO","0.563","1.48"
"BFTC905_URINARY_TRACT","PR500","P109","45","DMSO","0.563","1.48"
"RERFLCMS_LUNG","PR500","P112","45","DMSO","0.569","1.48"
"LS180_LARGE_INTESTINE","PR500","P113","45","DMSO","0.568","1.48"
"MDAMB436_BREAST","PR500","P113","45","DMSO","0.566","1.48"
"HCC1937_BREAST","PR500","P120","5","DMSO","0.563","1.48"
"RERFLCAD1_LUNG","PR500","P119","5","DMSO","0.569","1.48"
"COV434_OVARY","PR500","P119","5","DMSO","0.563","1.48"
"KYSE410_OESOPHAGUS","PR500","P111","5","DMSO","0.569","1.48"
"LC1SQSF_LUNG","PR500","P111","5","DMSO","0.562","1.48"
"G361_SKIN","PR500","P101","0.5556","DMSO","0.561","1.48"
"TE1_OESOPHAGUS","PR500","P114","5","DMSO","0.572","1.49"
"KNS62_LUNG","PR500","P109","5","DMSO","0.571","1.49"
"HEP3B217_LIVER","PR500","P113","15","DMSO","0.576","1.49"
"HS944T_SKIN","PR500","P105","5","DMSO","0.571","1.49"
"TE9_OESOPHAGUS","PR500","P113","45","DMSO","0.576","1.49"
"SKMES1_LUNG","PR500","P119","5","DMSO","0.571","1.49"
"NCIH2170_LUNG","PR500","P117","45","DMSO","0.575","1.49"
"NCIH2110_LUNG","PR500","P117","15","DMSO","0.571","1.49"
"HT1376_URINARY_TRACT","PR500","P117","5","DMSO","0.571","1.49"
"NCIH747_LARGE_INTESTINE","PR500","P118","5","DMSO","0.575","1.49"
"YD8_UPPER_AERODIGESTIVE_TRACT","PR500","P105","5","DMSO","0.576","1.49"
"HCC1937_BREAST","PR500","P120","45","DMSO","0.574","1.49"
"NCIH226_LUNG","PR500","P119","5","DMSO","0.579","1.49"
"CCFSTTG1_CENTRAL_NERVOUS_SYSTEM","PR500","P119","5","DMSO","0.573","1.49"
"KYSE410_OESOPHAGUS","PR500","P111","45","DMSO","0.574","1.49"
"JHH6_LIVER","PR500","P102","5","DMSO","0.584","1.5"
"NCIH460_LUNG","PR500","P102","45","DMSO","0.585","1.5"
"SW1710_URINARY_TRACT","PR500","P103","5","DMSO","0.588","1.5"
"NCIH2077_LUNG","PR500","P118","5","DMSO","0.583","1.5"
"HCC15_LUNG","PR500","P110","5","DMSO","0.586","1.5"
"RERFLCKJ_LUNG","PR500","P117","5","DMSO","0.583","1.5"
"COLO800_SKIN","PR500","P117","5","DMSO","0.585","1.5"
"SKMEL24_SKIN","PR500","P118","45","DMSO","0.584","1.5"
"UACC62_SKIN","PR500","P120","45","DMSO","0.584","1.5"
"CAPAN2_PANCREAS","PR500","P120","5","DMSO","0.582","1.5"
"HGC27_STOMACH","PR500","P101","5","DMSO","0.588","1.5"
"UO31_KIDNEY","PR500","P101","5","DMSO","0.584","1.5"
"SJSA1_BONE","PR500","P102","5","DMSO","0.593","1.51"
"MKN1_STOMACH","PR500","P106","5","DMSO","0.599","1.51"
"NCIH1563_LUNG","PR500","P106","5","DMSO","0.594","1.51"
"JHOM1_OVARY","PR500","P116","5","DMSO","0.596","1.51"
"MKN7_STOMACH","PR500","P115","5","DMSO","0.594","1.51"
"HT29_LARGE_INTESTINE","PR500","P104","45","DMSO","0.596","1.51"
"CAL51_BREAST","PR500","P110","5","DMSO","0.592","1.51"
"NCIH1435_LUNG","PR500","P113","5","DMSO","0.597","1.51"
"2313287_STOMACH","PR500","P117","5","DMSO","0.595","1.51"
"A549_LUNG","PR500","P107","45","DMSO","0.595","1.51"
"LS411N_LARGE_INTESTINE","PR500","P111","5","DMSO","0.595","1.51"
"HS766T_PANCREAS","PR500","P108","5","DMSO","0.608","1.52"
"G402_SOFT_TISSUE","PR500","P103","45","DMSO","0.605","1.52"
"SNUC2A_LARGE_INTESTINE","PR500","P107","5","DMSO","0.604","1.52"
"PECAPJ41CLONED2_UPPER_AERODIGESTIVE_TRACT","PR500","P106","5","DMSO","0.602","1.52"
"PSN1_PANCREAS","PR500","P105","45","DMSO","0.6","1.52"
"NCIH838_LUNG","PR500","P104","5","DMSO","0.606","1.52"
"A549_LUNG","PR500","P107","5","DMSO","0.604","1.52"
"NCIH1693_LUNG","PR500","P118","5","DMSO","0.608","1.52"
"NCIH2126_LUNG","PR500","P118","5","DMSO","0.605","1.52"
"KALS1_CENTRAL_NERVOUS_SYSTEM","PR500","P117","45","DMSO","0.605","1.52"
"ASPC1_PANCREAS","PR500","P120","45","DMSO","0.6","1.52"
"NCIH841_LUNG","PR500","P118","5","DMSO","0.609","1.52"
"SQ1_LUNG","PR500","P119","5","DMSO","0.603","1.52"
"LS1034_LARGE_INTESTINE","PR500","P119","5","DMSO","0.607","1.52"
"647V_URINARY_TRACT","PR500","P101","45","DMSO","0.605","1.52"
"OVK18_OVARY","PR500","P102","5","DMSO","0.616","1.53"
"SNU685_ENDOMETRIUM","PR500","P103","5","DMSO","0.612","1.53"
"SNUC2A_LARGE_INTESTINE","PR500","P107","45","DMSO","0.61","1.53"
"VMRCRCW_KIDNEY","PR500","P103","5","DMSO","0.615","1.53"
"HCC1419_BREAST","PR500","P115","5","DMSO","0.612","1.53"
"ZR751_BREAST","PR500","P115","5","DMSO","0.615","1.53"
"RD_SOFT_TISSUE","PR500","P115","45","DMSO","0.613","1.53"
"KMBC2_URINARY_TRACT","PR500","P104","5","DMSO","0.616","1.53"
"ONS76_CENTRAL_NERVOUS_SYSTEM","PR500","P104","5","DMSO","0.617","1.53"
"GCT_SOFT_TISSUE","PR500","P112","5","DMSO","0.613","1.53"
"SNU449_LIVER","PR500","P113","5","DMSO","0.61","1.53"
"HUPT3_PANCREAS","PR500","P117","45","DMSO","0.614","1.53"
"SNU719_STOMACH","PR500","P120","5","DMSO","0.617","1.53"
"RERFLCAD1_LUNG","PR500","P119","45","DMSO","0.617","1.53"
"SKMEL3_SKIN","PR500","P119","45","DMSO","0.61","1.53"
"JHH1_LIVER","PR500","P111","5","DMSO","0.613","1.53"
"YD15_SALIVARY_GLAND","PR500","P101","5","DMSO","0.616","1.53"
"DMS273_LUNG","PR500","P101","5","DMSO","0.611","1.53"
"YAPC_PANCREAS","PR500","P108","15","DMSO","0.624","1.54"
"NCIH596_LUNG","PR500","P115","45","DMSO","0.619","1.54"
"NCIH1651_LUNG","PR500","P109","5","DMSO","0.627","1.54"
"TE11_OESOPHAGUS","PR500","P105","5","DMSO","0.622","1.54"
"HEC251_ENDOMETRIUM","PR500","P117","45","DMSO","0.621","1.54"
"NCIH1299_LUNG","PR500","P102","45","DMSO","0.637","1.55"
"OV7_OVARY","PR500","P103","45","DMSO","0.633","1.55"
"PATU8988S_PANCREAS","PR500","P114","45","DMSO","0.631","1.55"
"RD_SOFT_TISSUE","PR500","P115","5","DMSO","0.634","1.55"
"KMBC2_URINARY_TRACT","PR500","P104","45","DMSO","0.633","1.55"
"HSC2_UPPER_AERODIGESTIVE_TRACT","PR500","P109","45","DMSO","0.632","1.55"
"JMSU1_URINARY_TRACT","PR500","P110","5","DMSO","0.636","1.55"
"HCC1195_LUNG","PR500","P112","45","DMSO","0.631","1.55"
"UMUC1_URINARY_TRACT","PR500","P119","45","DMSO","0.631","1.55"
"SH4_SKIN","PR500","P111","5","DMSO","0.637","1.55"
"KYSE510_OESOPHAGUS","PR500","P107","45","DMSO","0.643","1.56"
"SNU840_OVARY","PR500","P107","5","DMSO","0.638","1.56"
"SNU685_ENDOMETRIUM","PR500","P103","45","DMSO","0.644","1.56"
"NCIH1581_LUNG","PR500","P106","1.667","DMSO","0.642","1.56"
"GOS3_CENTRAL_NERVOUS_SYSTEM","PR500","P114","5","DMSO","0.64","1.56"
"SKMEL24_SKIN","PR500","P118","5","DMSO","0.642","1.56"
"MALME3M_SKIN","PR500","P120","5","DMSO","0.64","1.56"
"DV90_LUNG","PR500","P111","5","DMSO","0.642","1.56"
"SH10TC_STOMACH","PR500","P119","5","DMSO","0.64","1.56"
"PANC1005_PANCREAS","PR500","P111","5","DMSO","0.644","1.56"
"LS513_LARGE_INTESTINE","PR500","P103","5","DMSO","0.649","1.57"
"RT4_URINARY_TRACT","PR500","P113","5","DMSO","0.647","1.57"
"HUCCT1_BILIARY_TRACT","PR500","P113","45","DMSO","0.652","1.57"
"KALS1_CENTRAL_NERVOUS_SYSTEM","PR500","P117","5","DMSO","0.646","1.57"
"LS411N_LARGE_INTESTINE","PR500","P111","45","DMSO","0.653","1.57"
"YKG1_CENTRAL_NERVOUS_SYSTEM","PR500","P108","5","DMSO","0.664","1.58"
"HUH7_LIVER","PR500","P109","45","DMSO","0.662","1.58"
"HCC44_LUNG","PR500","P104","5","DMSO","0.658","1.58"
"HSC2_UPPER_AERODIGESTIVE_TRACT","PR500","P109","5","DMSO","0.662","1.58"
"LXF289_LUNG","PR500","P110","5","DMSO","0.661","1.58"
"TE5_OESOPHAGUS","PR500","P112","5","DMSO","0.664","1.58"
"SNU449_LIVER","PR500","P113","45","DMSO","0.664","1.58"
"MELHO_SKIN","PR500","P110","45","DMSO","0.662","1.58"
"SNU601_STOMACH","PR500","P111","45","DMSO","0.659","1.58"
"L33_PANCREAS","PR500","P101","5","DMSO","0.656","1.58"
"SKNBE2_AUTONOMIC_GANGLIA","PR500","P106","5","DMSO","0.672","1.59"
"OVTOKO_OVARY","PR500","P114","5","DMSO","0.67","1.59"
"JHOS2_OVARY","PR500","P114","45","DMSO","0.672","1.59"
"RD_SOFT_TISSUE","PR500","P115","15","DMSO","0.668","1.59"
"COLO783_SKIN","PR500","P109","45","DMSO","0.665","1.59"
"RERFLCAI_LUNG","PR500","P113","45","DMSO","0.673","1.59"
"HEC251_ENDOMETRIUM","PR500","P117","5","DMSO","0.669","1.59"
"IM95_STOMACH","PR500","P118","45","DMSO","0.669","1.59"
"TE14_OESOPHAGUS","PR500","P118","5","DMSO","0.665","1.59"
"WM793_SKIN","PR500","P118","5","DMSO","0.672","1.59"
"JIMT1_BREAST","PR500","P111","5","DMSO","0.673","1.59"
"CAL29_URINARY_TRACT","PR500","P107","45","DMSO","0.669","1.59"
"NCIH2052_PLEURA","PR500","P108","5","DMSO","0.677","1.6"
"KP3_PANCREAS","PR500","P108","5","DMSO","0.674","1.6"
"NCIH1299_LUNG","PR500","P102","5","DMSO","0.679","1.6"
"JHOM1_OVARY","PR500","P116","45","DMSO","0.675","1.6"
"639V_URINARY_TRACT","PR500","P104","45","DMSO","0.681","1.6"
"HT29_LARGE_INTESTINE","PR500","P104","5","DMSO","0.677","1.6"
"NCIH23_LUNG","PR500","P117","45","DMSO","0.679","1.6"
"GCIY_STOMACH","PR500","P105","45","DMSO","0.677","1.6"
"BICR16_UPPER_AERODIGESTIVE_TRACT","PR500","P118","45","DMSO","0.68","1.6"
"TUHR4TKB_KIDNEY","PR500","P120","5","DMSO","0.674","1.6"
"HARA_LUNG","PR500","P111","5","DMSO","0.678","1.6"
"NCIH1650_LUNG","PR500","P112","45","DMSO","0.679","1.6"
"SNU1079_BILIARY_TRACT","PR500","P119","45","DMSO","0.681","1.6"
"SNU1079_BILIARY_TRACT","PR500","P119","5","DMSO","0.678","1.6"
"NCIH28_PLEURA","PR500","P111","45","DMSO","0.675","1.6"
"SCABER_URINARY_TRACT","PR500","P108","45","DMSO","0.687","1.61"
"SBC5_LUNG","PR500","P102","5","DMSO","0.69","1.61"
"A101D_SKIN","PR500","P103","45","DMSO","0.683","1.61"
"HEC1B_ENDOMETRIUM","PR500","P103","45","DMSO","0.688","1.61"
"WM983B_SKIN","PR500","P116","5","DMSO","0.688","1.61"
"CAL27_UPPER_AERODIGESTIVE_TRACT","PR500","P105","45","DMSO","0.684","1.61"
"OVCAR8_OVARY","PR500","P112","5","DMSO","0.686","1.61"
"NCIH292_LUNG","PR500","P113","5","DMSO","0.688","1.61"
"HCC1143_BREAST","PR500","P116","5","DMSO","0.69","1.61"
"SKMEL3_SKIN","PR500","P119","5","DMSO","0.691","1.61"
"CAL54_KIDNEY","PR500","P101","45","DMSO","0.688","1.61"
"MKN74_STOMACH","PR500","P106","5","DMSO","0.7","1.62"
"KYSE520_OESOPHAGUS","PR500","P115","5","DMSO","0.698","1.62"
"NCIH2087_LUNG","PR500","P115","5","DMSO","0.699","1.62"
"RKN_SOFT_TISSUE","PR500","P109","5","DMSO","0.698","1.62"
"WM983B_SKIN","PR500","P116","45","DMSO","0.698","1.62"
"HCC1438_LUNG","PR500","P109","45","DMSO","0.693","1.62"
"SNGM_ENDOMETRIUM","PR500","P110","45","DMSO","0.695","1.62"
"OVCAR8_OVARY","PR500","P112","45","DMSO","0.7","1.62"
"OSRC2_KIDNEY","PR500","P117","5","DMSO","0.697","1.62"
"NCIH747_LARGE_INTESTINE","PR500","P118","45","DMSO","0.692","1.62"
"COV362_OVARY","PR500","P120","45","DMSO","0.695","1.62"
"PANC0327_PANCREAS","PR500","P120","5","DMSO","0.696","1.62"
"DV90_LUNG","PR500","P111","45","DMSO","0.7","1.62"
"U251MG_CENTRAL_NERVOUS_SYSTEM","PR500","P111","45","DMSO","0.7","1.62"
"BFTC909_KIDNEY","PR500","P102","45","DMSO","0.707","1.63"
"JHOS2_OVARY","PR500","P114","5","DMSO","0.703","1.63"
"NCIH522_LUNG","PR500","P114","5","DMSO","0.707","1.63"
"MFE280_ENDOMETRIUM","PR500","P114","45","DMSO","0.705","1.63"
"HCT116_LARGE_INTESTINE","PR500","P104","45","DMSO","0.702","1.63"
"FADU_UPPER_AERODIGESTIVE_TRACT","PR500","P105","45","DMSO","0.705","1.63"
"HCC95_LUNG","PR500","P112","45","DMSO","0.706","1.63"
"HT55_LARGE_INTESTINE","PR500","P113","45","DMSO","0.702","1.63"
"WM88_SKIN","PR500","P117","5","DMSO","0.702","1.63"
"WM793_SKIN","PR500","P118","45","DMSO","0.703","1.63"
"RKO_LARGE_INTESTINE","PR500","P101","45","DMSO","0.7","1.63"
"HCC1359_LUNG","PR500","P106","5","DMSO","0.711","1.64"
"MESSA_SOFT_TISSUE","PR500","P107","5","DMSO","0.714","1.64"
"T98G_CENTRAL_NERVOUS_SYSTEM","PR500","P109","45","DMSO","0.715","1.64"
"OE33_OESOPHAGUS","PR500","P109","45","DMSO","0.71","1.64"
"HOS_BONE","PR500","P113","45","DMSO","0.715","1.64"
"OV56_OVARY","PR500","P116","5","DMSO","0.716","1.64"
"TT_THYROID","PR500","P120","5","DMSO","0.714","1.64"
"YD10B_UPPER_AERODIGESTIVE_TRACT","PR500","P101","45","DMSO","0.717","1.64"
"QGP1_PANCREAS","PR500","P103","45","DMSO","0.721","1.65"
"MELJUSO_SKIN","PR500","P112","45","DMSO","0.72","1.65"
"PC14_LUNG","PR500","P112","5","DMSO","0.722","1.65"
"IM95_STOMACH","PR500","P118","5","DMSO","0.724","1.65"
"WM2664_SKIN","PR500","P111","5","DMSO","0.721","1.65"
"JIMT1_BREAST","PR500","P111","45","DMSO","0.719","1.65"
"PANC0813_PANCREAS","PR500","P116","45","DMSO","0.726","1.65"
"NCIH28_PLEURA","PR500","P111","5","DMSO","0.72","1.65"
"KP3_PANCREAS","PR500","P108","45","DMSO","0.728","1.66"
"PANC1_PANCREAS","PR500","P106","45","DMSO","0.727","1.66"
"NCIN87_STOMACH","PR500","P107","45","DMSO","0.732","1.66"
"HS852T_SKIN","PR500","P114","45","DMSO","0.734","1.66"
"NCIH727_LUNG","PR500","P115","45","DMSO","0.728","1.66"
"NCIH1975_LUNG","PR500","P107","45","DMSO","0.735","1.66"
"PATU8988T_PANCREAS","PR500","P104","45","DMSO","0.731","1.66"
"SNU1066_UPPER_AERODIGESTIVE_TRACT","PR500","P105","5","DMSO","0.728","1.66"
"KMRC20_KIDNEY","PR500","P110","5","DMSO","0.727","1.66"
"BC3C_URINARY_TRACT","PR500","P105","5","DMSO","0.732","1.66"
"LOUNH91_LUNG","PR500","P112","45","DMSO","0.729","1.66"
"HUCCT1_BILIARY_TRACT","PR500","P113","5","DMSO","0.736","1.66"
